,ID,NAME,ALTERNATE NAME,CLASS,LEFT ZIP,RIGHT ZIP,START LEFT,END LEFT,START RIGHT,END RIGHT,PARITY,Number,Label,CCSTYLE
966,37153569,PARKER RD,,A41,1721,1721,36,82,43,99,0,,Parker Rd,70
967,37153596,OREGON RD,,A41,1721,1721,63,23,58,22,0,,Oregon Rd,70
968,37153685,I 90,MASSACHUSETTS TPKE,A15,,1721,,,,,0,90,I 90,21
969,37153694,I 90,MASSACHUSETTS TPKE,A15,,1721,,,,,0,90,I 90,21
970,37154964,HARRINGTON DR,,A41,1721,1721,13,1,16,2,0,,Harrington Dr,70
971,37154983,LINCOLN RD,,A41,1721,1721,30,32,,,0,,Lincoln Rd,70
972,37155000,,,A41,,,,,,,0,,,70
973,37155017,LINCOLN RD,,A41,,1721,,,,,0,,Lincoln Rd,70
974,37155034,LINCOLN RD,,A41,1721,1721,24,26,17,19,0,,Lincoln Rd,70
975,37155047,NEWTON LN,,A41,,1721,,,1,5,0,,Newton Ln,70
976,37155059,,,A41,,,,,,,0,,,70
977,37155094,LINCOLN RD,,A41,1721,1721,10,14,1,15,0,,Lincoln Rd,70
978,37155140,OREGON RD,,A41,1721,1721,21,1,20,2,0,,Oregon Rd,70
979,37155239,,,A41,,,,,,,0,,,70
980,37155249,,,A41,,,,,,,0,,,70
981,37155379,WINTER ST,,A41,1721,1721,132,164,143,173,0,,Winter St,70
982,37155407,WINTER ST,,A41,1721,1721,166,170,175,181,0,,Winter St,70
983,37155429,,,A41,,,,,,,0,,,70
984,37155456,WINTER ST,,A41,1721,1721,172,204,183,199,0,,Winter St,70
985,37155484,WINTER ST,,A41,1721,1721,206,208,201,207,0,,Winter St,70
986,37155497,WOODRIDGE LN,,A41,1721,1721,2,30,1,31,0,,Woodridge Ln,70
987,37155533,WINTER ST,,A41,1721,1721,210,212,209,211,0,,Winter St,70
988,37155542,STROBUS LN,,A41,1721,1721,67,1,72,2,0,,Strobus Ln,70
989,37155594,WINTER ST,,A41,1721,1721,214,216,213,215,0,,Winter St,70
990,37155607,,,A41,,,,,,,0,,,70
991,37155629,WINTER ST,,A41,1721,1721,218,284,217,279,0,,Winter St,70
992,37155684,,,A41,,,,,,,0,,,70
993,37155722,,,A41,,,,,,,0,,,70
994,37155770,WOODRIDGE LN,,A41,1721,1721,32,34,33,35,0,,Woodridge Ln,70
995,37163463,ACTON RD,,A41,1721,1721,2,16,1,17,0,,Acton Rd,70
996,37163483,MYRTLE ST,,A41,,1721,,,,,0,,Myrtle St,70
997,37163487,MYRTLE ST,,A41,1721,1721,193,163,184,164,0,,Myrtle St,70
998,37163518,ACTON RD,,A41,1721,1721,18,44,19,47,0,,Acton Rd,70
999,37163537,GREEN ST,,A41,1721,1721,198,146,199,147,0,,Green St,70
1000,37163570,MYRTLE ST,,A41,1721,1721,213,195,198,186,0,,Myrtle St,70
1001,37163593,MYRTLE ST,,A41,1721,1721,225,215,220,200,0,,Myrtle St,70
1002,37163618,GREEN ST,,A41,1721,1721,144,140,145,141,0,,Green St,70
1003,37163629,GREEN ST,,A41,1721,1721,138,48,139,49,0,,Green St,70
1004,37163679,HILLDALE RD,,A41,1721,1721,99,49,110,100,0,,Hilldale Rd,70
1005,37163729,WINTER ST,,A41,1721,1721,286,306,281,299,0,,Winter St,70
1006,37163753,MYRTLE ST,,A41,1721,1721,241,227,248,222,0,,Myrtle St,70
1007,37164103,MYRTLE ST,,A41,1721,1721,285,243,280,250,0,,Myrtle St,70
1008,37164132,BADGER RD,,A41,1702,1702,99,99,98,98,0,,Badger Rd,70
1009,37164263,ALBERT RAY DR,,A41,,1721,,,22,32,0,,Albert Ray Dr,70
1010,37164274,ALBERT RAY DR,,A41,1721,1721,37,49,40,48,0,,Albert Ray Dr,70
1011,37164297,LUCY FRENCH WAY,,A41,1721,1721,1,99,2,98,0,,Lucy French Way,70
1012,37164313,ALBERT RAY DR,,A41,1721,1721,51,65,50,64,0,,Albert Ray Dr,70
1013,37164332,DEARTH CIR,,A41,1721,1721,9,99,2,98,0,,Dearth Cir,70
1014,37164361,ALBERT RAY DR,,A41,1721,1721,67,99,66,98,0,,Albert Ray Dr,70
1015,37164370,ENSLIN CIR,,A41,1721,1721,98,12,99,1,0,,Enslin Cir,70
1016,37167149,FOUNTAIN ST,,A41,1721,1721,299,173,298,158,0,,Fountain St,70
1017,37338947,MEETING HOUSE PATH,,A41,,1721,,,2,10,0,,Meeting House Path,70
1018,37338970,LELAND FARM RD,,A41,1721,1721,241,211,,,0,,Leland Farm Rd,70
1019,37338991,LELAND FARM RD,,A41,1721,1721,209,187,,,0,,Leland Farm Rd,70
1020,37339002,CONCORD ST,STATE HIGHWAY 126,A31,1746,1746,799,799,798,798,0,126,Concord St,53
1021,37339036,POND ST,STATE HIGHWAY 126,A31,1721,1721,388,398,389,399,0,126,Pond St,53
1022,37339051,POND ST,STATE HIGHWAY 126,A31,1721,1721,387,381,386,380,0,126,Pond St,53
1023,37339063,POND ST,STATE HIGHWAY 126,A31,1721,1721,379,317,378,316,0,126,Pond St,53
1024,37339100,,,A41,,,,,,,0,,,70
1025,37339104,,,A41,,,,,,,0,,,70
1026,37339117,TRAILSIDE WAY,,A41,,1721,,,,,0,,Trailside Way,70
1027,37339149,,,A41,,,,,,,0,,,70
1028,37339252,TRAILSIDE WAY,,A41,1721,1721,124,144,107,125,0,,Trailside Way,70
1029,37339267,TRAILSIDE WAY,,A41,,1721,,,,,0,,Trailside Way,70
1030,37339272,TRAILSIDE WAY,,A41,1721,1721,146,188,127,173,0,,Trailside Way,70
1031,37339292,,,A41,,,,,,,0,,,70
1032,37339302,TRAILSIDE WAY,,A41,1721,1721,190,238,175,229,0,,Trailside Way,70
1033,37339315,,,A41,,,,,,,0,,,70
1034,37339330,,,A41,,,,,,,0,,,70
1035,37339359,,,A41,,,,,,,0,,,70
1036,37339378,,,A41,,,,,,,0,,,70
1037,37341975,LELAND FARM RD,,A41,1721,1721,185,165,,,0,,Leland Farm Rd,70
1038,37341983,LELAND FARM RD,,A41,1721,1721,163,137,,,0,,Leland Farm Rd,70
1039,37341997,LELAND FARM RD,,A41,1721,1721,107,75,,,0,,Leland Farm Rd,70
1040,37342005,LELAND FARM RD,,A41,1721,1721,73,47,,,0,,Leland Farm Rd,70
1041,37342021,LELAND FARM RD,,A41,1721,1721,45,1,,,0,,Leland Farm Rd,70
1042,37342032,ELIOT ST,,A41,1721,1721,248,270,265,279,0,,Eliot St,70
1043,37342051,,,A41,,,,,,,0,,,70
1044,37342058,,,A41,,,,,,,0,,,70
1045,37342063,,,A41,,,,,,,0,,,70
1046,37342075,,,A41,,,,,,,0,,,70
1047,37342083,ELIOT ST,,A41,1721,1721,272,284,281,289,0,,Eliot St,70
1048,37342096,,,A41,,,,,,,0,,,70
1049,37342100,,,A41,,,,,,,0,,,70
1050,37342114,TRAILSIDE WAY,,A41,1721,1721,54,76,47,65,0,,Trailside Way,70
1051,37342129,,,A41,,,,,,,0,,,70
1052,37342172,TRAILSIDE WAY,,A41,1721,1721,78,100,67,85,0,,Trailside Way,70
1053,37342185,TRAILSIDE WAY,,A41,1721,1721,102,122,87,105,0,,Trailside Way,70
1054,37342201,TRAILSIDE WAY,,A41,1721,1721,36,52,31,45,0,,Trailside Way,70
1055,37342216,TRAILSIDE WAY,,A41,1721,1721,2,34,1,29,0,,Trailside Way,70
1056,37342232,SPYGLASS HILL DR,,A41,1721,1721,78,98,79,99,0,,Spyglass Hill Dr,70
1057,37342246,SPYGLASS HILL DR,,A41,1721,1721,2,76,1,77,0,,Spyglass Hill Dr,70
1058,37342272,POND ST,STATE HIGHWAY 126,A31,1721,1721,315,305,314,304,0,126,Pond St,53
1059,37342281,POND ST,STATE HIGHWAY 126,A31,1721,1721,303,297,302,296,0,126,Pond St,53
1060,37342291,,,A41,,,,,,,0,,,70
1061,37342303,ELIOT ST,,A41,1721,1721,286,298,291,299,0,,Eliot St,70
1062,37342315,,,A41,,,,,,,0,,,70
1063,37342320,,,A41,,,,,,,0,,,70
1064,37342359,POND ST,STATE HIGHWAY 126,A31,1721,1721,295,277,294,276,0,126,Pond St,53
1065,37342369,,,A41,,,,,,,0,,,70
1066,37342381,POND ST,STATE HIGHWAY 126,A31,1721,1721,275,249,274,248,0,126,Pond St,53
1067,37342406,ELIOT ST,,A41,1721,1721,300,312,301,313,0,,Eliot St,70
1068,37342418,,,A41,,,,,,,0,,,70
1069,37342431,ELIOT ST,,A41,1721,1721,314,332,315,337,0,,Eliot St,70
1070,37342453,,,A41,,,,,,,0,,,70
1071,37342486,POND ST,STATE HIGHWAY 126,A31,1721,1721,247,243,246,244,0,126,Pond St,53
1072,37342499,TORREY RD,,A41,,1721,,,,,0,,Torrey Rd,70
1073,37342504,POND ST,STATE HIGHWAY 126,A31,1721,1721,241,235,242,234,0,126,Pond St,53
1074,37342516,NASH AVE,,A41,1721,1721,2,20,1,17,0,,Nash Ave,70
1075,37342529,POND ST,STATE HIGHWAY 126,A31,1721,1721,233,231,232,230,0,126,Pond St,53
1076,37342541,POND ST,STATE HIGHWAY 126,A31,1721,1721,229,221,228,222,0,126,Pond St,53
1077,37342550,POND ST,STATE HIGHWAY 126,A31,1721,1721,219,217,220,218,0,126,Pond St,53
1078,37342560,TRI ST,,A41,1721,1721,2,20,1,15,0,,Tri St,70
1079,37342578,,,A41,,,,,,,0,,,70
1080,37342589,SPYGLASS HILL DR,,A41,1721,1721,100,114,101,115,0,,Spyglass Hill Dr,70
1081,37342601,,,A41,,,,,,,0,,,70
1082,37342618,SPYGLASS HILL DR,,A41,1721,1721,116,138,117,139,0,,Spyglass Hill Dr,70
1083,37342627,,,A41,,,,,,,0,,,70
1084,37342641,,,A41,,,,,,,0,,,70
1085,37342652,E BLUFF RD,,A41,1721,1721,2,22,1,25,0,,E Bluff Rd,70
1086,37342672,SPYGLASS HILL DR,,A41,1721,1721,140,158,141,159,0,,Spyglass Hill Dr,70
1087,37342683,,,A41,,,,,,,0,,,70
1088,37342688,,,A41,,,,,,,0,,,70
1089,37342692,SPYGLASS HILL DR,,A41,1721,1721,160,198,161,199,0,,Spyglass Hill Dr,70
1090,37342704,,,A41,,,,,,,0,,,70
1091,37342718,,,A41,,,,,,,0,,,70
1092,37342725,E BLUFF RD,,A41,1721,1721,24,40,27,45,0,,E Bluff Rd,70
1093,37342738,E BLUFF RD,,A41,1721,1721,42,56,47,61,0,,E Bluff Rd,70
1094,37342751,,,A41,,,,,,,0,,,70
1095,37342770,E BLUFF RD,,A41,1721,1721,58,68,63,73,0,,E Bluff Rd,70
1096,37342783,,,A41,,,,,,,0,,,70
1097,37342793,E BLUFF RD,,A41,1721,1721,70,98,75,107,0,,E Bluff Rd,70
1098,37342813,SHERBORNE CIR,,A41,,1721,,,,,0,,Sherborne Cir,70
1099,37342836,TRAILSIDE WAY,,A41,1721,1721,240,256,231,249,0,,Trailside Way,70
1100,37342849,,,A41,,,,,,,0,,,70
1101,37342861,,,A41,,,,,,,0,,,70
1102,37342866,TRAILSIDE WAY,,A41,1721,1721,258,290,251,285,0,,Trailside Way,70
1103,37342878,,,A41,,,,,,,0,,,70
1104,37342890,JENNINGS RD,,A41,,1721,,,,,0,,Jennings Rd,70
1105,37342901,JENNINGS RD,,A41,,1721,,,,,0,,Jennings Rd,70
1106,37342914,TRAILSIDE WAY,,A41,1721,1721,292,332,287,333,0,,Trailside Way,70
1107,37342930,SHERBORNE CIR,,A41,1721,1721,2,98,1,99,0,,Sherborne Cir,70
1108,37342984,TRAILSIDE WAY,,A41,1721,1721,334,398,,,0,,Trailside Way,70
1109,37342998,,,A41,,,,,,,0,,,70
1110,37343008,ELIOT ST,,A41,1721,1721,334,360,339,351,0,,Eliot St,70
1111,37343030,DAY RD,,A41,1721,1721,27,1,18,2,0,,Day Rd,70
1112,37343057,TRI ST,,A41,,1721,,,,,0,,Tri St,70
1113,37343061,TRI ST,,A41,1721,1721,24,42,19,43,0,,Tri St,70
1114,37343093,CHARLES ST,,A41,1721,1721,2,8,15,17,0,,Charles St,70
1115,37343109,CHARLES ST,,A41,1721,1721,10,24,19,23,0,,Charles St,70
1116,37343127,ELIOT ST,,A41,1721,1721,362,398,353,399,0,,Eliot St,70
1117,37343152,JENNINGS RD,,A41,,1721,,,,,0,,Jennings Rd,70
1118,37343169,TRI ST,,A41,1721,1721,44,62,45,63,0,,Tri St,70
1119,37343187,,,A41,,,,,,,0,,,70
1120,37343200,ARROWHEAD CIR,,A41,1721,1721,126,146,127,147,0,,Arrowhead Cir,70
1121,37343211,ARROWHEAD CIR,,A41,1721,1721,74,124,75,125,0,,Arrowhead Cir,70
1122,37343230,,,A41,,,,,,,0,,,70
1123,37343242,,,A41,,,,,,,0,,,70
1124,37343257,,,A41,,,,,,,0,,,70
1125,37343264,,,A41,,,,,,,0,,,70
1126,37343276,ARROWHEAD CIR,,A41,1721,1721,44,72,45,73,0,,Arrowhead Cir,70
1127,37343290,,,A41,,,,,,,0,,,70
1128,37343297,,,A41,,,,,,,0,,,70
1129,37343312,ALGONQUIN TRL,,A41,1721,1721,141,1,99,5,0,,Algonquin Trl,70
1130,37343328,HALF CROWN CIR,,A41,1721,1721,2,26,1,25,0,,Half Crown Cir,70
1131,37345845,HALF CROWN CIR,,A41,1721,1721,28,46,27,47,0,,Half Crown Cir,70
1132,37345856,,,A41,,,,,,,0,,,70
1133,37345864,,,A41,,,,,,,0,,,70
1134,37345890,ALGONQUIN TRL,,A41,1721,1721,181,155,178,126,0,,Algonquin Trl,70
1135,37345913,,,A41,,,,,,,0,,,70
1136,37345960,ALGONQUIN TRL,,A41,1721,1721,189,183,188,180,0,,Algonquin Trl,70
1137,37345973,ARROWHEAD CIR,,A41,1721,1721,2,42,1,43,0,,Arrowhead Cir,70
1138,37345992,HALF CROWN CIR,,A41,1721,1721,48,54,49,55,0,,Half Crown Cir,70
1139,37346000,,,A41,,,,,,,0,,,70
1140,37346010,HALF CROWN CIR,,A41,1721,1721,56,64,57,65,0,,Half Crown Cir,70
1141,37346029,,,A41,,,,,,,0,,,70
1142,37346048,HALF CROWN CIR,,A41,1721,1721,66,68,67,69,0,,Half Crown Cir,70
1143,37346059,,,A41,,,,,,,0,,,70
1144,37346067,HALF CROWN CIR,,A41,1721,1721,70,80,71,81,0,,Half Crown Cir,70
1145,37346078,HALF CROWN CIR,,A41,1721,1721,82,98,83,99,0,,Half Crown Cir,70
1146,37346092,,,A41,,,,,,,0,,,70
1147,37346100,,,A41,,,,,,,0,,,70
1148,37346116,,,A41,,,,,,,0,,,70
1149,37346131,ALGONQUIN TRL,,A41,1721,1721,221,191,220,190,0,,Algonquin Trl,70
1150,37346145,ALGONQUIN TRL,,A41,1721,1721,243,223,242,222,0,,Algonquin Trl,70
1151,37346157,,,A41,,,,,,,0,,,70
1152,37346188,ALGONQUIN TRL,,A41,1721,1721,249,245,248,246,0,,Algonquin Trl,70
1153,37346196,POND ST,STATE HIGHWAY 126,A31,1721,1721,215,191,216,190,0,126,Pond St,53
1154,37346212,POND ST,STATE HIGHWAY 126,A31,,1721,,,,,0,126,Pond St,53
1155,37346218,ALGONQUIN TRL,,A41,1721,1721,299,251,298,250,0,,Algonquin Trl,70
1156,37346226,POND ST,STATE HIGHWAY 126,A31,1721,1721,189,183,188,182,0,126,Pond St,53
1157,37346236,HARVARD ST,,A41,1721,1721,98,2,99,1,0,,Harvard St,70
1158,37346244,,,A41,,,,,,,0,,,70
1159,37346251,,,A41,,,,,,,0,,,70
1160,37346275,,,A41,,,,,,,0,,,70
1161,37346297,JAMES RD,,A41,1721,1721,41,1,14,2,0,,James Rd,70
1162,37346316,TUFTS ST,,A41,1721,1721,99,1,98,2,0,,Tufts St,70
1163,37346329,,,A41,,,,,,,0,,,70
1164,37346337,YALE ST,,A41,1721,1721,2,98,1,99,0,,Yale St,70
1165,37346360,,,A41,,,,,,,0,,,70
1166,37346392,POND ST,STATE HIGHWAY 126,A31,1721,1721,181,161,180,146,0,126,Pond St,53
1167,37346412,SEWELL ST,,A41,1721,1721,2,44,1,45,0,,Sewell St,70
1168,37346420,,,A41,,,,,,,0,,,70
1169,37346425,SEWELL ST,,A41,1721,1721,46,98,47,99,0,,Sewell St,70
1170,37346433,,,A41,,,,,,,0,,,70
1171,37346478,BUTTERFIELD DR,,A41,1721,1721,1,199,2,200,0,,Butterfield Dr,70
1172,37346523,POND ST,STATE HIGHWAY 126,A31,1721,1721,117,77,116,76,0,126,Pond St,53
1173,37346557,POND ST,STATE HIGHWAY 126,A31,1721,1721,118,144,119,159,0,126,Pond St,53
1174,37346582,NANCY DR,,A41,1721,1721,94,98,95,99,0,,Nancy Dr,70
1175,37346590,,,A41,,,,,,,0,,,70
1176,37346598,NANCY DR,,A41,1721,1721,20,92,21,93,0,,Nancy Dr,70
1177,37346636,ANNETTA RD,,A41,1721,1721,99,21,98,2,0,,Annetta Rd,70
1178,37346716,ELIOT ST,,A41,1721,1721,400,408,401,413,0,,Eliot St,70
1179,37346745,CAROLINE RD,,A41,,1721,,,1,13,0,,Caroline Rd,70
1180,37346761,ADAMS RD,,A41,1721,1721,2,32,1,33,0,,Adams Rd,70
1181,37346786,,,A41,,,,,,,0,,,70
1182,37346793,SHEFFIELD DR,,A41,1721,1721,2,6,1,5,0,,Sheffield Dr,70
1183,37346807,ELIOT ST,,A41,1721,1721,410,424,,,0,,Eliot St,70
1184,37346826,ELIOT ST,,A41,1721,1721,426,440,,,0,,Eliot St,70
1185,37346841,NANCY DR,,A41,1721,1721,2,18,1,19,0,,Nancy Dr,70
1186,37346875,ELIOT ST,,A41,,1721,,,,,0,,Eliot St,70
1187,37346880,WHITNEY ST,,A41,1770,1770,80,80,79,79,0,,Whitney St,70
1188,37346921,SHEFFIELD DR,,A41,1721,1721,8,20,7,19,0,,Sheffield Dr,70
1189,37346943,TUDOR LN,,A41,1721,1721,29,1,30,2,0,,Tudor Ln,70
1190,37346978,TUDOR LN,,A41,1721,1721,32,198,31,199,0,,Tudor Ln,70
1191,37347042,WINDSOR DR,,A41,1721,1721,2,98,1,99,0,,Windsor Dr,70
1192,37347059,BYRON RD,,A41,1721,1721,4,20,3,19,0,,Byron Rd,70
1193,37347078,SHEFFIELD DR,,A41,1721,1721,22,98,21,99,0,,Sheffield Dr,70
1194,37347094,BYRON RD,,A41,1721,1721,22,98,21,99,0,,Byron Rd,70
1195,37347103,WENZELL RD,,A41,1721,1721,23,1,12,28,0,,Wenzell Rd,70
1196,37347123,,,A41,,,,,,,0,,,70
1197,37347130,WILLIAMS RD,,A41,1721,1721,28,52,29,49,0,,Williams Rd,70
1198,37347151,,,A41,,,,,,,0,,,70
1199,37347168,E UNION ST,,A41,,1721,,,215,223,0,,E Union St,70
1200,37347180,GREENWOOD RD,,A41,1721,1721,2,10,1,11,0,,Greenwood Rd,70
1201,37347192,SHORE RD,,A41,1721,1721,42,98,41,99,0,,Shore Rd,70
1202,37347242,WILLIAMS RD,,A41,1721,1721,2,26,1,27,0,,Williams Rd,70
1203,37347267,SHORE RD,,A41,1721,1721,36,40,37,39,0,,Shore Rd,70
1204,37347280,GREENWOOD RD,,A41,1721,1721,36,40,37,39,0,,Greenwood Rd,70
1205,37347294,GREENWOOD RD,,A41,1721,1721,12,34,13,35,0,,Greenwood Rd,70
1206,37347311,DUSTIN RD,,A41,1721,1721,99,1,98,2,0,,Dustin Rd,70
1207,37347325,E UNION ST,,A41,,1721,,,225,299,0,,E Union St,70
1208,37347339,LEARNED RD,,A41,1721,1721,2,6,1,7,0,,Learned Rd,70
1209,37347350,SHORE RD,,A41,1721,1721,24,34,25,35,0,,Shore Rd,70
1210,37347363,LEARNED RD,,A41,1721,1721,8,16,9,19,0,,Learned Rd,70
1211,37347383,SHORE RD,,A41,1721,1721,11,1,10,2,0,,Shore Rd,70
1212,37347397,SHORE RD,,A41,1721,1721,12,22,13,23,0,,Shore Rd,70
1213,37347405,POND ST,STATE HIGHWAY 126,A31,1721,1721,75,71,74,70,0,126,Pond St,53
1214,37347415,POND ST,STATE HIGHWAY 126,A31,1721,1721,69,39,68,40,0,126,Pond St,53
1215,37347433,,,A41,,,,,,,0,,,70
1216,37347465,,,A41,,,,,,,0,,,70
1217,37347470,,,A41,,,,,,,0,,,70
1218,37347477,POND ST,STATE HIGHWAY 126,A31,1721,1721,37,27,38,28,0,126,Pond St,53
1219,37347490,RUSSELL RD,,A41,,1721,,,,,0,,Russell Rd,70
1220,37347505,LAKESIDE DR,,A41,1721,1721,45,35,,,0,,Lakeside Dr,70
1221,37347517,LAKESIDE DR,,A41,1721,1721,33,29,36,24,0,,Lakeside Dr,70
1222,37347539,LAKESIDE DR,,A41,1721,1721,15,23,16,20,0,,Lakeside Dr,70
1223,37347555,WAUSHAKUM AVE,,A41,1721,1721,33,19,20,32,0,,Waushakum Ave,70
1224,37347574,LAKESIDE DR,,A41,1721,1721,25,27,,,0,,Lakeside Dr,70
1225,37347583,,,A41,,,,,,,0,,,70
1226,37348062,RUSSELL RD,,A41,,1721,,,,,0,,Russell Rd,70
1227,37348070,WALCOTT RD,,A41,,1721,,,1,9,0,,Walcott Rd,70
1228,37348078,RODMAN RD,,A41,1721,1721,2,20,1,15,0,,Rodman Rd,70
1229,37348095,POND ST,STATE HIGHWAY 126,A31,1721,1721,24,26,23,25,0,126,Pond St,53
1230,37348104,BRACKETT RD,,A41,,1721,,,46,42,0,,Brackett Rd,70
1231,37348120,,,A41,,,,,,,0,,,70
1232,37348128,WASHINGTON AVE,,A41,1721,1721,20,98,19,99,0,,Washington Ave,70
1233,37348145,,,A41,,,,,,,0,,,70
1234,37348149,MAPLE AVE,,A41,1721,1721,14,80,6,79,0,,Maple Ave,70
1235,37348162,WAUSHAKUM AVE,,A41,1721,1721,17,9,18,10,0,,Waushakum Ave,70
1236,37348170,MAPLE AVE,,A41,1721,1721,82,98,81,99,0,,Maple Ave,70
1237,37348179,POND ST,STATE HIGHWAY 126,A31,1721,1721,16,22,15,21,0,126,Pond St,53
1238,37348188,GREENHALGE RD,,A41,1721,1721,2,40,1,31,0,,Greenhalge Rd,70
1239,37348216,POND ST,STATE HIGHWAY 126,A31,,1721,,,,,0,126,Pond St,53
1240,37348222,WASHINGTON AVE,,A41,1721,1721,2,18,1,17,0,,Washington Ave,70
1241,37348239,WAUSHAKUM AVE,,A41,1721,1721,7,1,8,2,0,,Waushakum Ave,70
1242,37348251,CLIFF ORD ST,,A41,1721,1721,1,21,,,0,,Cliff Ord St,70
1243,37348260,CLIFF ORD ST,,A41,1721,1702,23,39,,,0,,Cliff Ord St,70
1244,37348315,POND ST,STATE HIGHWAY 126,A31,1721,1721,8,12,7,11,0,126,Pond St,53
1245,37348327,POND ST,STATE HIGHWAY 126,A31,1721,1721,2,4,1,3,0,126,Pond St,53
1246,37348572,BRACKETT RD,,A41,,1721,,,,,0,,Brackett Rd,70
1247,37348580,DOUGLAS RD,,A41,1721,1721,15,29,34,2,0,,Douglas Rd,70
1248,44777845,,,A41,,,,,,,0,,,70
1249,44777847,,,A41,,,,,,,0,,,70
1250,44777848,HOWE ST,,A41,1721,1721,299,261,298,260,0,,Howe St,70
1251,44777849,CLINTON ST,,A41,1748,1748,27,27,26,26,0,,Clinton St,70
1252,44777851,OLIVE ST,,A41,1721,1721,247,241,230,226,0,,Olive St,70
1253,44777852,,,A41,,,,,,,0,,,70
1254,44777854,,,A41,,,,,,,0,,,70
1255,44777856,E MAIN ST,STATE HIGHWAY 135,A31,1748,1748,175,175,,,0,135,E Main St,53
1256,44777857,WOODLAND RD,,A41,1721,1721,10,66,3,65,0,,Woodland Rd,70
1257,44777858,,,A41,,,,,,,0,,,70
1258,44777859,SPRING ST,,A41,,1721,,,216,200,0,,Spring St,70
1259,44777860,SOUTH ST,,A41,1721,1721,77,77,76,76,0,,South St,70
1260,44777861,HIGHLAND ST,,A41,,1746,,,,,0,,Highland St,70
1261,44777864,CEDAR ST,,A41,1746,1746,188,188,225,225,0,,Cedar St,70
1262,44777866,OLD CENTRAL TPKE,,A41,1702,1702,96,98,,,0,,Old Central Tpke,70
1263,44777867,FAY RD,,A41,,1702,,,173,173,0,,Fay Rd,70
1264,44777868,SALEM END RD,,A41,1702,1702,1038,1050,1033,1049,0,,Salem End Rd,70
1265,44777870,,,A41,,,,,,,0,,,70
1266,44777872,FOUNTAIN ST,,A41,1702,1702,296,298,297,299,0,,Fountain St,70
1267,44777873,WAVERLY ST,STATE HIGHWAY 135,A31,1702,1702,1198,1198,1199,1199,0,135,Waverly St,53
1268,44777874,FAIRVIEW RD,,A41,1702,1702,94,98,93,99,0,,Fairview Rd,70
1269,44777875,BELLMORE RD,,A41,1702,1702,94,98,95,99,0,,Bellmore Rd,70
1270,44777877,,,A41,,,,,,,0,,,70
1271,44777879,LAKESIDE DR,,A41,1702,1702,6,14,11,1,0,,Lakeside Dr,70
1272,44777880,BETHANY RD,,A41,1702,1702,108,120,105,119,0,,Bethany Rd,70
1273,44777881,HOLLIS ST,STATE HIGHWAY 126,A31,1702,1702,636,642,633,637,0,126,Hollis St,53
